Sensor,Btemp,Bperp,Mst Date,Slv Date,Track,Mst Frame,Slv Frame,Centre Lat,Centre Lon,Look Angle,Heading,Polarization,Results
PALSAR,460,2522.38,20090112,"20100417",487,65.00,65.00,32.932717,96.721422,34.3,A,HH,"http://129.94.56.7:8080/RESULT/PALSAR/track487/1_20090112_20100417_HH_32.93272_96.72142_32.93140_96.74274.jpg"
