Sensor,Btemp,Bperp,Mst Date,Slv Date,Track,Mst Frame,Slv Frame,Centre Lat,Centre Lon,Look Angle,Heading,Polarization,Results
PALSAR,46,-163.41,20080206,"20080323",7,430.00,430.00,-33.402107,150.957662,34.3,D,HH,"http://129.94.56.7:8080/RESULT/PALSAR/track7/1_20080206_20080323_HH_x33.40211_150.95766_x33.40466_150.95979.jpg"
